carat,cut,color,clarity,depth,table,price,x,y,z,price_capped,price_per_carat
1.01,Good,E,SI1,63.2,59.0,5411,6.27,6.35,3.99,5411.0,5357.425742574257
1.16,Fair,H,SI1,65.8,58.0,5411,6.54,6.46,4.28,5411.0,4664.6551724137935
1.16,Ideal,H,SI1,64.2,59.0,5411,6.66,6.61,4.26,5411.0,4664.6551724137935
1.23,Good,H,SI2,63.8,57.4,5412,6.72,6.78,4.31,5412.0,4400.0
1.5,Ideal,I,I1,61.8,57.0,5412,7.31,7.39,4.54,5412.0,3608.0
1.2,Ideal,I,SI1,61.8,56.0,5412,6.77,6.8,4.19,5412.0,4510.0
1.23,Premium,I,SI1,62.5,59.0,5412,6.8,6.84,4.26,5412.0,4400.0
1.23,Premium,J,VS1,62.7,58.0,5412,6.79,6.82,4.27,5412.0,4400.0
1.24,Ideal,J,VS2,61.7,55.0,5412,6.91,6.96,4.28,5412.0,4364.5161290322585
1.13,Ideal,D,SI2,60.1,55.0,5412,6.79,6.85,4.1,5412.0,4789.380530973452
1.18,Ideal,I,SI1,61.3,55.6,5412,6.79,6.84,4.18,5412.0,4586.440677966102
1.17,Ideal,D,SI2,62.5,56.0,5412,6.77,6.7,4.21,5412.0,4625.641025641026
1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3,5412.0,4295.238095238095
1.26,Premium,D,SI2,61.9,58.0,5412,6.88,6.81,4.24,5412.0,4295.238095238095
1.0,Very Good,E,SI1,63.7,55.0,5413,6.35,6.4,4.06,5413.0,5413.0
1.06,Very Good,H,VS2,60.7,59.0,5415,6.56,6.63,4.0,5415.0,5108.490566037735
1.01,Good,H,VS1,63.8,59.0,5416,6.3,6.34,4.03,5416.0,5362.376237623762
1.01,Very Good,E,SI1,62.8,59.0,5416,6.41,6.45,4.04,5416.0,5362.376237623762
1.01,Premium,H,VS1,61.1,58.0,5416,6.45,6.48,3.95,5416.0,5362.376237623762
1.01,Ideal,F,SI1,62.7,55.0,5416,6.45,6.4,4.03,5416.0,5362.376237623762
1.5,Good,H,SI2,63.8,57.0,5416,7.21,7.14,4.58,5416.0,3610.6666666666665
1.04,Premium,H,VS2,62.7,61.0,5416,6.48,6.44,4.05,5416.0,5207.692307692308
1.04,Ideal,H,VS2,59.3,57.0,5416,6.64,6.58,3.92,5416.0,5207.692307692308
1.03,Ideal,H,SI1,61.1,56.0,5418,6.5,6.53,3.98,5418.0,5260.194174757282
1.03,Ideal,H,SI1,61.7,57.0,5418,6.47,6.53,4.01,5418.0,5260.194174757282
1.01,Good,G,VS2,64.4,58.0,5418,6.23,6.31,4.04,5418.0,5364.3564356435645
1.29,Premium,H,SI2,61.0,57.0,5418,7.13,6.95,4.31,5418.0,4200.0
1.28,Ideal,I,SI2,61.7,59.0,5419,6.96,6.92,4.28,5419.0,4233.59375
1.08,Premium,D,SI1,61.6,56.0,5419,6.64,6.57,4.07,5419.0,5017.592592592592
1.0,Good,F,VS2,63.1,56.0,5420,6.27,6.31,3.97,5420.0,5420.0
1.46,Premium,G,SI2,62.8,52.0,5421,7.31,7.27,4.58,5421.0,3713.0136986301372
1.3,Premium,G,SI2,61.8,57.0,5421,7.02,6.94,4.32,5421.0,4170.0
1.09,Ideal,I,VS2,61.9,56.0,5421,6.62,6.67,4.09,5421.0,4973.394495412844
1.21,Premium,H,SI2,62.6,61.0,5421,6.75,6.7,4.21,5421.0,4480.165289256199
1.21,Premium,I,SI1,59.3,59.0,5421,6.98,6.95,4.13,5421.0,4480.165289256199
1.21,Ideal,J,VS1,62.3,55.0,5421,6.86,6.81,4.26,5421.0,4480.165289256199
1.21,Premium,I,SI1,62.1,56.0,5421,6.92,6.76,4.25,5421.0,4480.165289256199
1.01,Very Good,D,SI1,60.7,58.0,5422,6.49,6.45,3.93,5422.0,5368.316831683168
0.81,Very Good,D,VVS2,63.9,56.0,5423,5.79,5.91,3.74,5423.0,6695.061728395061
1.17,Ideal,H,SI2,62.4,53.0,5423,6.74,6.76,4.21,5423.0,4635.042735042735
1.02,Very Good,E,SI1,60.6,59.0,5424,6.47,6.49,3.93,5424.0,5317.64705882353
1.1,Ideal,H,SI1,61.4,55.0,5424,6.68,6.7,4.11,5424.0,4930.90909090909
1.07,Premium,H,VS2,62.1,59.0,5424,6.56,6.52,4.06,5424.0,5069.158878504672
1.14,Premium,G,SI1,62.7,58.0,5424,6.68,6.63,4.17,5424.0,4757.894736842106
1.02,Ideal,D,SI2,61.7,58.0,5426,6.41,6.49,3.98,5426.0,5319.607843137255
1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02,5426.0,5319.607843137255
1.02,Ideal,H,VS2,62.0,57.0,5426,6.43,6.4,3.98,5426.0,5319.607843137255
1.02,Premium,H,VS2,61.7,58.0,5426,6.45,6.41,3.97,5426.0,5319.607843137255
1.24,Very Good,J,VS1,59.1,62.0,5427,7.06,7.04,4.17,5427.0,4376.612903225807
1.27,Premium,F,SI2,61.0,61.0,5428,7.01,6.95,4.26,5428.0,4274.015748031496
1.11,Ideal,G,SI1,62.6,57.0,5428,6.64,6.56,4.13,5428.0,4890.09009009009
1.09,Ideal,H,SI1,60.9,55.0,5428,6.72,6.69,4.08,5428.0,4979.816513761468
1.02,Premium,E,SI1,62.8,58.0,5429,6.45,6.39,4.03,5429.0,5322.549019607843
1.31,Good,H,SI2,64.1,57.0,5429,6.9,6.84,4.41,5429.0,4144.274809160305
1.21,Premium,G,SI2,60.3,58.0,5430,6.9,6.96,4.18,5430.0,4487.603305785124
1.02,Very Good,F,SI1,59.4,60.0,5430,6.48,6.59,3.88,5430.0,5323.529411764705
2.15,Fair,J,I1,65.5,57.0,5430,8.01,7.95,5.23,5430.0,2525.5813953488373
1.01,Ideal,G,SI1,63.1,53.0,5430,6.36,6.42,4.03,5430.0,5376.237623762377
0.91,Fair,E,VVS2,63.1,55.0,5430,6.13,6.0,3.83,5430.0,5967.032967032967
1.01,Premium,E,SI1,62.4,59.0,5430,6.38,6.35,3.97,5430.0,5376.237623762377
1.01,Fair,D,SI1,64.7,57.0,5430,6.33,6.25,4.07,5430.0,5376.237623762377
1.01,Premium,E,VS2,62.3,59.0,5430,6.38,6.33,3.96,5430.0,5376.237623762377
1.01,Good,E,VS2,63.8,59.0,5430,6.26,6.22,3.98,5430.0,5376.237623762377
1.22,Good,I,VS2,57.2,60.0,5431,7.07,7.01,4.03,5431.0,4451.639344262295
1.21,Premium,J,VVS2,61.7,60.0,5431,6.82,6.85,4.22,5431.0,4488.429752066116
0.91,Ideal,E,SI1,62.3,55.0,5431,6.2,6.23,3.87,5431.0,5968.131868131868
1.02,Premium,H,VS2,60.2,62.0,5432,6.54,6.46,3.91,5432.0,5325.490196078431
1.01,Very Good,H,SI1,62.9,56.0,5433,6.34,6.41,4.01,5433.0,5379.207920792079
1.01,Very Good,H,SI1,61.2,60.0,5433,6.41,6.44,3.93,5433.0,5379.207920792079
1.05,Premium,E,SI1,61.2,58.0,5433,6.57,6.53,4.01,5433.0,5174.285714285714
1.15,Premium,H,SI1,62.0,58.0,5433,6.77,6.71,4.18,5433.0,4724.347826086957
1.11,Premium,H,SI1,62.5,58.0,5433,6.64,6.61,4.14,5433.0,4894.594594594594
1.11,Premium,H,SI1,61.1,60.0,5433,6.68,6.62,4.06,5433.0,4894.594594594594
1.26,Premium,H,SI2,60.9,57.0,5434,7.03,6.96,4.26,5434.0,4312.6984126984125
1.06,Very Good,G,SI1,61.3,60.0,5435,6.53,6.55,4.01,5435.0,5127.358490566037
1.07,Ideal,F,SI1,59.4,57.0,5436,6.73,6.67,3.98,5436.0,5080.373831775701
1.05,Ideal,E,SI1,62.1,57.0,5436,6.48,6.5,4.03,5436.0,5177.142857142857
1.07,Premium,F,SI1,62.5,59.0,5436,6.57,6.52,4.09,5436.0,5080.373831775701
1.22,Ideal,G,SI2,62.9,56.0,5436,6.86,6.78,4.29,5436.0,4455.737704918033
1.22,Premium,G,SI2,58.3,61.0,5436,7.0,6.92,4.06,5436.0,4455.737704918033
1.01,Ideal,E,SI2,61.5,55.0,5437,6.44,6.51,3.98,5437.0,5383.168316831683
1.33,Premium,H,SI2,61.0,59.0,5437,7.1,7.06,4.32,5437.0,4087.96992481203
1.05,Very Good,G,SI1,60.2,58.0,5438,6.57,6.61,3.97,5438.0,5179.047619047619
1.3,Premium,J,SI1,61.8,59.0,5438,6.99,6.95,4.31,5438.0,4183.076923076923
1.11,Good,G,SI2,59.7,61.0,5438,6.72,6.69,4.0,5438.0,4899.099099099099
0.9,Premium,E,VS1,59.4,59.0,5438,6.31,6.28,3.74,5438.0,6042.222222222222
1.01,Ideal,G,VS2,61.7,57.0,5439,6.44,6.49,3.99,5439.0,5385.148514851485
0.9,Ideal,E,VS2,62.0,59.0,5439,6.17,6.21,3.84,5439.0,6043.333333333333
1.08,Ideal,G,SI1,61.7,56.0,5439,6.6,6.63,4.08,5439.0,5036.11111111111
1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2,5439.0,4570.588235294118
1.11,Premium,H,SI1,58.8,59.0,5439,6.79,6.74,3.98,5439.0,4900.0
1.27,Ideal,J,VS2,61.5,57.0,5442,6.93,6.98,4.28,5442.0,4285.03937007874
1.01,Good,D,SI1,63.8,58.0,5443,6.34,6.38,4.06,5443.0,5389.108910891089
1.01,Premium,D,SI1,62.6,58.0,5443,6.33,6.44,4.0,5443.0,5389.108910891089
1.01,Good,D,SI1,61.7,62.0,5443,6.3,6.34,3.9,5443.0,5389.108910891089
1.01,Ideal,D,SI1,61.2,57.0,5443,6.44,6.47,3.95,5443.0,5389.108910891089
1.01,Very Good,D,SI1,62.9,59.0,5443,6.39,6.43,4.03,5443.0,5389.108910891089
1.01,Good,D,SI1,63.1,60.0,5443,6.32,6.39,4.01,5443.0,5389.108910891089
1.01,Good,D,SI1,61.8,60.0,5443,6.35,6.37,3.93,5443.0,5389.108910891089
1.01,Very Good,D,SI1,61.6,60.0,5443,6.43,6.47,3.97,5443.0,5389.108910891089
1.2,Very Good,H,SI1,63.5,58.0,5443,6.69,6.73,4.26,5443.0,4535.833333333334
1.24,Ideal,J,VS2,62.3,56.0,5443,6.84,6.91,4.28,5443.0,4389.5161290322585
1.24,Ideal,E,SI2,59.2,55.0,5444,7.05,7.03,4.17,5444.0,4390.322580645161
1.24,Very Good,I,VS1,61.4,63.0,5444,6.89,6.88,4.23,5444.0,4390.322580645161
1.07,Ideal,G,SI1,61.9,55.0,5444,6.62,6.57,4.08,5444.0,5087.85046728972
1.0,Premium,E,SI1,60.7,59.0,5445,6.38,6.41,3.88,5445.0,5445.0
1.0,Premium,E,SI1,62.6,60.0,5445,6.3,6.35,3.97,5445.0,5445.0
1.0,Premium,E,SI1,61.9,60.0,5445,6.37,6.46,3.97,5445.0,5445.0
1.06,Very Good,E,SI1,63.7,55.0,5445,6.45,6.49,4.12,5445.0,5136.792452830188
1.2,Fair,F,SI2,63.4,60.0,5445,6.56,6.65,4.19,5445.0,4537.5
1.03,Ideal,G,SI1,60.5,55.0,5445,6.59,6.54,3.97,5445.0,5286.407766990291
1.31,Premium,J,SI1,59.4,60.0,5446,7.06,7.12,4.21,5446.0,4157.251908396946
1.31,Good,I,SI2,63.6,55.1,5446,6.92,6.98,4.42,5446.0,4157.251908396946
1.04,Very Good,H,VS2,60.9,58.0,5447,6.5,6.6,3.99,5447.0,5237.5
1.12,Very Good,E,SI1,58.8,61.0,5447,6.74,6.8,3.98,5447.0,4863.392857142857
1.37,Good,I,VS2,64.1,58.0,5449,6.92,6.9,4.43,5449.0,3977.3722627737225
1.11,Premium,H,VS2,61.7,58.0,5450,6.64,6.69,4.11,5450.0,4909.909909909909
1.11,Very Good,H,VS2,62.4,58.0,5450,6.57,6.69,4.14,5450.0,4909.909909909909
1.31,Very Good,J,SI1,62.3,55.0,5450,6.98,7.02,4.36,5450.0,4160.30534351145
0.9,Ideal,E,SI1,62.0,56.0,5450,6.18,6.2,3.84,5450.0,6055.555555555556
1.2,Very Good,D,SI2,62.6,57.0,5451,6.74,6.84,4.25,5451.0,4542.5
1.18,Very Good,I,VS1,62.2,57.0,5451,6.72,6.76,4.19,5451.0,4619.491525423729
1.12,Ideal,G,SI1,62.0,55.0,5451,6.65,6.68,4.13,5451.0,4866.964285714285
1.04,Very Good,G,VS2,61.4,63.0,5451,6.55,6.51,4.01,5451.0,5241.346153846153
1.24,Ideal,J,VS2,62.8,56.0,5451,6.83,6.8,4.28,5451.0,4395.967741935484
1.21,Very Good,J,VS1,62.6,57.0,5452,6.71,6.8,4.23,5452.0,4505.785123966943
1.21,Very Good,I,SI1,62.9,55.0,5452,6.69,6.76,4.23,5452.0,4505.785123966943
1.18,Ideal,G,SI2,60.5,55.0,5452,6.9,6.85,4.16,5452.0,4620.338983050848
0.92,Very Good,E,VS1,60.9,61.0,5453,6.22,6.25,3.8,5453.0,5927.173913043478
1.07,Premium,G,SI1,61.6,58.0,5453,6.6,6.56,4.05,5453.0,5096.26168224299
1.07,Ideal,G,SI1,60.2,57.0,5453,6.7,6.59,4.0,5453.0,5096.26168224299
1.16,Premium,H,SI1,61.2,58.0,5454,6.76,6.81,4.15,5454.0,4701.724137931034
1.02,Premium,H,VS2,62.4,58.0,5454,6.43,6.39,4.0,5454.0,5347.058823529412
1.27,Very Good,J,VS2,61.8,60.0,5455,6.9,6.94,4.28,5455.0,4295.275590551181
1.03,Very Good,I,VS1,62.9,53.0,5455,6.45,6.5,4.07,5455.0,5296.116504854369
1.02,Very Good,H,SI1,61.0,59.0,5455,6.48,6.53,3.97,5455.0,5348.0392156862745
1.27,Ideal,J,SI1,61.4,57.0,5455,6.97,7.0,4.29,5455.0,4295.275590551181
1.02,Premium,F,SI1,61.0,59.0,5455,6.58,6.47,3.98,5455.0,5348.0392156862745
1.08,Ideal,I,VS2,61.8,54.0,5455,6.6,6.57,4.07,5455.0,5050.925925925925
1.24,Very Good,I,SI1,60.4,58.0,5456,6.95,7.02,4.22,5456.0,4400.0
1.06,Very Good,H,VS1,62.2,59.0,5456,6.47,6.52,4.04,5456.0,5147.169811320755
1.02,Very Good,E,SI1,63.2,60.0,5456,6.33,6.42,4.03,5456.0,5349.019607843137
1.12,Ideal,D,SI2,62.6,57.0,5456,6.61,6.65,4.15,5456.0,4871.428571428571
1.11,Ideal,H,SI1,62.3,55.0,5456,6.7,6.65,4.16,5456.0,4915.315315315315
1.11,Ideal,H,SI1,61.6,56.0,5456,6.69,6.65,4.11,5456.0,4915.315315315315
1.21,Very Good,I,SI1,60.6,56.0,5457,6.89,6.97,4.2,5457.0,4509.917355371901
1.05,Ideal,F,SI1,62.0,55.0,5457,6.5,6.54,4.04,5457.0,5197.142857142857
1.12,Ideal,H,SI1,60.7,56.0,5457,6.74,6.7,4.08,5457.0,4872.321428571428
1.13,Ideal,E,SI2,62.2,56.0,5457,6.7,6.66,4.16,5457.0,4829.203539823009
1.01,Ideal,H,SI1,62.7,56.0,5457,6.37,6.42,4.01,5457.0,5402.970297029703
1.16,Premium,I,VS1,60.4,59.0,5457,6.89,6.82,4.14,5457.0,4704.310344827587
1.14,Premium,H,SI1,59.3,59.0,5458,6.8,6.76,4.02,5458.0,4787.7192982456145
1.0,Ideal,E,SI1,61.9,56.0,5458,6.37,6.45,3.97,5458.0,5458.0
0.91,Ideal,E,SI1,61.9,55.0,5458,6.21,6.23,3.85,5458.0,5997.802197802198
1.2,Good,I,SI1,64.4,61.0,5458,6.52,6.59,4.22,5458.0,4548.333333333334
1.18,Premium,G,SI1,62.1,59.0,5458,6.75,6.71,4.18,5458.0,4625.423728813559
1.14,Premium,H,SI1,61.9,58.0,5458,6.71,6.67,4.14,5458.0,4787.7192982456145
1.14,Very Good,H,SI1,63.1,58.0,5458,6.69,6.6,4.19,5458.0,4787.7192982456145
1.06,Ideal,J,VS2,61.4,56.0,5459,6.55,6.6,4.04,5459.0,5150.0
1.0,Fair,H,VS1,55.8,60.0,5460,6.66,6.61,3.7,5460.0,5460.0
1.5,Fair,D,I1,64.7,62.0,5460,7.19,7.04,4.6,5460.0,3640.0
1.5,Premium,G,SI2,61.7,55.0,5460,7.39,7.32,4.54,5460.0,3640.0
1.01,Very Good,E,SI1,60.0,60.0,5461,6.43,6.51,3.88,5461.0,5406.9306930693065
1.01,Very Good,E,SI1,62.1,56.0,5461,6.43,6.48,4.01,5461.0,5406.9306930693065
1.06,Ideal,G,SI1,62.9,56.0,5461,6.52,6.49,4.09,5461.0,5151.88679245283
1.06,Premium,H,SI1,61.0,60.0,5461,6.59,6.56,4.01,5461.0,5151.88679245283
1.21,Premium,H,VS2,60.8,62.0,5461,6.82,6.78,4.13,5461.0,4513.2231404958675
1.29,Very Good,I,SI1,62.2,58.0,5463,6.94,6.99,4.33,5463.0,4234.883720930233
1.29,Premium,J,VS1,61.7,59.0,5463,6.93,6.97,4.29,5463.0,4234.883720930233
1.19,Premium,I,SI1,61.3,59.0,5464,6.84,6.79,4.18,5464.0,4591.596638655463
1.07,Premium,H,SI1,63.0,57.0,5465,6.55,6.44,4.09,5465.0,5107.476635514018
1.22,Premium,I,SI1,59.0,61.0,5466,7.02,6.98,4.13,5466.0,4480.327868852459
1.22,Premium,I,SI1,62.2,57.0,5466,6.87,6.79,4.25,5466.0,4480.327868852459
1.22,Premium,I,SI1,62.1,59.0,5466,6.86,6.8,4.24,5466.0,4480.327868852459
1.22,Premium,H,SI2,60.2,56.0,5466,6.96,6.93,4.18,5466.0,4480.327868852459
1.05,Premium,H,VS2,62.7,59.0,5468,6.49,6.43,4.05,5468.0,5207.619047619048
1.05,Premium,H,VS2,59.0,59.0,5468,6.71,6.68,3.95,5468.0,5207.619047619048
1.02,Premium,H,VS1,62.1,59.0,5469,6.38,6.43,3.98,5469.0,5361.764705882353
1.14,Ideal,I,SI1,62.3,58.0,5469,6.65,6.7,4.16,5469.0,4797.368421052632
1.04,Ideal,H,SI1,61.7,56.0,5469,6.51,6.55,4.03,5469.0,5258.653846153846
1.0,Good,D,SI1,64.9,53.0,5469,6.27,6.3,4.08,5469.0,5469.0
1.0,Premium,E,SI1,60.8,60.0,5470,6.45,6.42,3.91,5470.0,5470.0
1.14,Ideal,E,SI2,62.4,57.0,5473,6.64,6.7,4.16,5473.0,4800.877192982456
1.2,Very Good,G,SI2,60.2,63.0,5474,6.81,6.84,4.11,5474.0,4561.666666666667
1.2,Premium,I,VS2,62.1,59.0,5474,6.77,6.72,4.19,5474.0,4561.666666666667
1.01,Fair,G,VS2,66.6,55.0,5475,6.27,6.22,4.16,5475.0,5420.79207920792
0.9,Very Good,D,VS2,62.3,56.0,5476,6.14,6.18,3.84,5476.0,6084.444444444444
1.2,Very Good,I,SI1,62.6,57.0,5476,6.74,6.77,4.23,5476.0,4563.333333333334
1.03,Ideal,E,SI1,62.1,56.0,5476,6.43,6.48,4.01,5476.0,5316.504854368932
1.03,Ideal,E,SI1,61.3,57.0,5476,6.48,6.51,3.98,5476.0,5316.504854368932
1.1,Premium,H,SI1,60.7,59.0,5476,6.72,6.7,4.07,5476.0,4978.181818181818
1.18,Premium,I,VS1,62.6,59.0,5477,6.73,6.71,4.21,5477.0,4641.525423728814
1.01,Ideal,I,VVS1,61.7,56.0,5478,6.42,6.47,3.98,5478.0,5423.762376237623
1.01,Very Good,E,SI1,64.1,56.0,5479,6.29,6.35,4.05,5479.0,5424.752475247525
1.06,Very Good,H,VS2,62.4,56.0,5480,6.49,6.56,4.07,5480.0,5169.811320754717
1.05,Very Good,G,SI1,62.0,56.0,5480,6.47,6.55,4.04,5480.0,5219.047619047619
0.9,Good,F,VVS2,61.8,63.0,5480,6.14,6.19,3.81,5480.0,6088.888888888889
1.16,Premium,H,SI1,60.2,59.0,5480,6.84,6.77,4.1,5480.0,4724.137931034483
1.31,Premium,J,SI1,62.5,55.0,5480,7.05,6.97,4.38,5480.0,4183.206106870229
1.13,Very Good,F,SI1,60.6,60.0,5481,6.67,6.76,4.07,5481.0,4850.442477876107
1.0,Good,G,SI1,62.2,63.0,5483,6.36,6.41,3.97,5483.0,5483.0
1.11,Premium,F,SI1,60.1,61.0,5483,6.74,6.64,4.06,5483.0,4939.639639639639
1.13,Ideal,H,SI1,62.3,56.0,5483,6.69,6.66,4.16,5483.0,4852.212389380531
1.0,Good,G,VS2,63.7,59.0,5484,6.38,6.33,4.05,5484.0,5484.0
1.02,Premium,F,SI1,62.9,55.0,5484,6.47,6.41,4.05,5484.0,5376.470588235294
0.91,Very Good,G,VS2,62.3,59.0,5484,6.13,6.17,3.83,5484.0,6026.373626373626
1.0,Good,G,VS2,63.7,57.0,5484,6.32,6.28,4.01,5484.0,5484.0
1.0,Good,G,VS2,56.6,61.0,5484,6.65,6.61,3.75,5484.0,5484.0
1.0,Fair,G,VS2,67.6,57.0,5484,6.2,6.13,4.17,5484.0,5484.0
1.0,Fair,G,VS2,63.7,55.0,5484,6.28,6.21,3.98,5484.0,5484.0
1.2,Ideal,G,SI2,62.2,56.0,5484,6.84,6.74,4.22,5484.0,4570.0
1.06,Premium,E,SI1,62.0,61.0,5485,6.55,6.51,4.05,5485.0,5174.528301886792
1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99,5485.0,5174.528301886792
1.24,Very Good,H,SI2,63.2,55.0,5486,6.88,6.83,4.33,5486.0,4424.193548387097
1.09,Ideal,I,SI1,61.9,55.0,5486,6.66,6.62,4.11,5486.0,5033.027522935779
1.01,Ideal,F,SI1,62.0,56.0,5486,6.44,6.39,3.98,5486.0,5431.683168316832
1.01,Good,F,VS2,57.3,62.0,5487,6.63,6.59,3.79,5487.0,5432.6732673267325
1.14,Good,H,SI1,62.8,58.0,5487,6.62,6.67,4.17,5487.0,4813.1578947368425
1.12,Fair,G,VS1,64.8,56.0,5487,6.48,6.52,4.21,5487.0,4899.107142857142
1.38,Premium,G,SI2,58.3,59.0,5487,7.34,7.27,4.26,5487.0,3976.0869565217395
1.08,Premium,F,SI1,61.0,59.0,5487,6.67,6.57,4.04,5487.0,5080.555555555556
1.3,Fair,J,SI1,66.0,57.1,5488,6.73,6.82,4.45,5488.0,4221.538461538461
1.0,Premium,D,SI1,61.3,54.0,5488,6.39,6.37,3.91,5488.0,5488.0
1.0,Premium,D,SI1,59.5,60.0,5488,6.49,6.42,3.84,5488.0,5488.0
1.0,Premium,D,SI1,62.1,58.0,5488,6.45,6.34,3.97,5488.0,5488.0
1.0,Premium,D,SI1,61.5,60.0,5488,6.38,6.34,3.91,5488.0,5488.0
1.0,Premium,D,SI1,62.1,61.0,5488,6.32,6.3,3.92,5488.0,5488.0
1.0,Ideal,D,SI1,61.7,57.0,5489,6.39,6.42,3.95,5489.0,5489.0
1.21,Ideal,J,SI1,62.7,55.0,5489,6.84,6.79,4.27,5489.0,4536.363636363637
1.21,Premium,J,VS1,60.0,60.0,5489,6.95,6.88,4.15,5489.0,4536.363636363637
1.2,Very Good,I,SI2,63.7,56.0,5490,6.66,6.71,4.26,5490.0,4575.0
1.23,Good,H,SI1,63.7,59.0,5490,6.76,6.71,4.29,5490.0,4463.414634146341
1.06,Very Good,F,SI1,59.6,60.0,5491,6.61,6.68,3.96,5491.0,5180.188679245282
1.06,Very Good,F,SI1,58.8,57.0,5491,6.67,6.76,3.95,5491.0,5180.188679245282
1.03,Ideal,D,SI2,60.5,58.0,5491,6.52,6.58,3.96,5491.0,5331.0679611650485
1.03,Premium,D,SI1,61.8,57.0,5491,6.53,6.49,4.02,5491.0,5331.0679611650485
1.03,Ideal,E,SI2,61.7,55.0,5491,6.52,6.46,4.01,5491.0,5331.0679611650485
1.05,Good,H,VS2,63.7,58.0,5492,6.4,6.45,4.09,5492.0,5230.47619047619
1.02,Ideal,E,SI1,60.5,56.0,5493,6.57,6.53,3.96,5493.0,5385.294117647059
1.05,Very Good,E,SI1,62.2,56.0,5494,6.49,6.56,4.06,5494.0,5232.380952380952
1.2,Ideal,E,SI2,61.1,55.0,5494,6.9,6.87,4.21,5494.0,4578.333333333334
1.04,Ideal,F,SI1,61.3,56.0,5495,6.51,6.55,4.0,5495.0,5283.653846153846
1.11,Ideal,H,SI2,61.2,56.0,5496,6.7,6.69,4.1,5496.0,4951.351351351351
1.09,Ideal,G,SI1,62.4,56.0,5496,6.57,6.61,4.11,5496.0,5042.201834862385
1.02,Good,D,SI1,63.3,58.0,5497,6.35,6.39,4.03,5497.0,5389.21568627451
1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22,5497.0,4619.327731092437
1.02,Good,D,SI1,63.5,61.0,5497,6.27,6.35,4.01,5497.0,5389.21568627451
1.24,Very Good,I,SI2,61.6,59.0,5497,6.87,6.9,4.24,5497.0,4433.064516129032
1.01,Very Good,G,SI1,62.9,58.0,5497,6.35,6.4,4.01,5497.0,5442.574257425743
1.01,Ideal,G,SI1,61.1,58.0,5497,6.43,6.49,3.95,5497.0,5442.574257425743
1.01,Good,G,VS2,62.0,61.0,5497,6.29,6.38,3.93,5497.0,5442.574257425743
1.03,Very Good,D,SI1,62.6,58.0,5498,6.44,6.49,4.05,5498.0,5337.864077669903
1.07,Ideal,H,SI1,62.1,56.0,5498,6.53,6.58,4.07,5498.0,5138.317757009346
1.07,Premium,H,VS2,62.4,59.0,5498,6.53,6.46,4.05,5498.0,5138.317757009346
1.01,Very Good,E,SI1,62.9,60.0,5499,6.35,6.43,4.02,5499.0,5444.554455445545
1.01,Good,E,SI1,63.3,55.0,5499,6.37,6.42,4.05,5499.0,5444.554455445545
1.01,Very Good,E,SI1,62.8,57.0,5499,6.37,6.41,4.01,5499.0,5444.554455445545
1.01,Very Good,E,SI1,62.9,58.0,5499,6.35,6.41,4.01,5499.0,5444.554455445545
1.25,Premium,J,VS1,62.0,58.0,5500,6.89,6.92,4.28,5500.0,4400.0
1.0,Premium,E,SI1,61.6,59.0,5500,6.38,6.41,3.94,5500.0,5500.0
1.0,Good,G,VS2,63.3,60.0,5500,6.29,6.37,4.01,5500.0,5500.0
1.25,Very Good,I,SI1,58.9,58.0,5500,7.04,7.08,4.16,5500.0,4400.0
1.02,Very Good,F,SI1,59.8,58.0,5500,6.49,6.55,3.9,5500.0,5392.156862745098
1.14,Ideal,H,SI1,62.3,56.0,5501,6.72,6.69,4.18,5501.0,4825.438596491228
1.01,Good,D,SI1,57.6,60.0,5501,6.59,6.64,3.81,5501.0,5446.534653465346
1.01,Fair,F,VS2,65.5,62.0,5501,6.19,6.23,4.07,5501.0,5446.534653465346
1.11,Ideal,D,SI2,62.2,57.0,5501,6.66,6.62,4.12,5501.0,4955.855855855855
0.9,Very Good,H,VS2,62.6,59.0,5502,6.07,6.16,3.83,5502.0,6113.333333333333
1.21,Premium,I,VS2,62.2,59.0,5502,6.79,6.85,4.24,5502.0,4547.107438016529
1.22,Ideal,H,SI2,61.0,57.0,5502,6.88,6.93,4.2,5502.0,4509.836065573771
1.22,Ideal,H,SI2,61.7,56.0,5502,6.87,6.93,4.26,5502.0,4509.836065573771
1.04,Premium,F,SI1,61.5,59.0,5504,6.54,6.46,4.0,5504.0,5292.307692307692
1.12,Very Good,G,SI2,61.2,58.0,5504,6.65,6.69,4.08,5504.0,4914.285714285714
0.9,Very Good,F,VVS2,61.0,63.0,5504,6.13,6.09,3.73,5504.0,6115.555555555556
1.22,Ideal,J,VS1,60.8,57.0,5504,6.85,6.89,4.18,5504.0,4511.475409836065
1.23,Premium,J,VS2,61.9,55.0,5504,6.94,6.88,4.28,5504.0,4474.79674796748
1.19,Premium,D,SI2,58.8,58.0,5504,7.04,6.9,4.1,5504.0,4625.210084033613
1.19,Ideal,D,SI2,60.4,55.0,5504,6.91,6.89,4.17,5504.0,4625.210084033613
1.05,Ideal,G,VS2,61.1,57.0,5504,6.55,6.52,3.99,5504.0,5241.9047619047615
